"text","return","Repurchase","PositveWOM","complainseller","negativeWOM","CONFRONTCOPING","SUPPORTSEEKINGCOPING","bookkeeping","helpothers","Retaliation","Cognition","objectivness"
"And a better writer, at least someone who was not 16 years old. The movie is riddled with mistakes a 5-year-old could spot. They tail a car 10 fee behind him, and it can't tell, although he is on the lookout for potential trouble and eyewitnesses. They park fight next to his car and right in front of his motel room when they caught up to him, but somehow again, he is blind to it until it's time to leave than he suddenly notices the car. (no sht). The so-called detective has two eyewitness that saw him pull the same crap but somehow that is not enough to detain him and formally question him, she lets him go. The lead actor does a little investigating on her own and find the hotel clerk has a record, of course the real detective in the movie somehow...did not think of that, she just got rapped but keeps two guys in her car after they told her they want to 'do her'. And it just goes on, and on, and on with this obvious little screw ups its endless. It also has so many, chauvinistic cliches that it sets women 50 yrs. back, makes them look, dumb, boy crazy, slaves to their hormones and sex drive, hysterical, emotional, impulsive. Really? is this how you really see women Mr. Director and Mr. writer? seriously. She deserved a better storyline, a better director that would catch this cheap crap. Too bad, she deserves better than B movie help.",0,0,0,1,1,1,0,1,0,0,1,0
"Just received the PC. Mouse does not work. Keyboard does not have battery. Wifi adapter does not have a driver (so wifi is not working). will scan/ analyze more stuff and leave more in depth message. I guess I have to return this PC.",1,0,0,0,1,0,1,1,0,0,1,0
"Muy r?∞pida",0,0,1,0,0,0,0,0,0,0,0,0
"Junk",0,0,0,0,1,0,1,0,0,0,0,0
"A lot of the reviews with issues I could diagnose just by reading the issues. Not that hard to trouble shoot or figure it out. Just need to be patient. ItÇƒÙs used so yes there maybe issues. But donÇƒÙt freak out and Google it. 99% of the time Google has all the answers you need. Ima novice going to school at ECPI for cyber security and this was an excellent produce with all the specs I wanted. Was a risk I took hit worth it compared to the price I didnÇƒÙt want to spend my whole budget so now I can get other stuff too.",0,0,1,0,0,0,0,1,0,0,0,0
"I am so happy with this pc. My programs run way more stable and solid and my internet speed went from 19MB to 500MB. Great packaging, nothing missing. This retailer also made it clear that help is just a call away. Great Buy!!",0,0,1,0,0,0,0,1,0,0,1,0
"Liked everything about this product. Had trouble with the Windows Product Key initially but reloaded Windows and problem seems to be resolved. I use this computer for home use.",0,0,1,0,0,0,0,1,0,0,0,1
"Great product and customer experience!",0,0,1,0,0,0,0,1,0,0,0,0
"If youÇƒÙre like me and just want to use 1 app to control your home lights, to match colors and less to have to open on your phone than look elsewhere. These only work with the Hao Deng App, I have Magic light bulbs that are from the same company that donÇƒÙt work on this app, only the Magic light app. Hard to match colors and or to create a cool color scene. Also, the rim of the light is a little thin so if your drywall is not cut perfect you will have a gap. Lights do work great and look nice. If they can get the app figured out, 4.5 stars.",0,0,1,0,0,0,0,1,1,0,1,1
"IÇƒÙve purchased several of these lights, two sizes 3 and 6 inch. All work great! IÇƒÙm using some on my outdoor island, I can change the color to whatever I want, also using them for a bar room I have, love how I can dim them to my preference. IÇƒÙm using them with Alexa no problems at all.",0,0,1,0,0,0,0,1,0,0,1,0
"As long as you have the correct size and connection, this is an outstanding product for the price.",0,0,1,0,0,0,0,1,0,0,0,0
"I love them",0,0,1,0,0,0,0,0,0,0,0,0
"Quality of the product from initial inspection and testing looks good. Once installed and tested with the app and smart features, will be sure to update. One con so far, not all 40 ordered worked. One refuse to light, tried switching the cable from the socket to the light that's not working, with one that worked and still no luck. Seems to be the light itself that's faulty.",0,0,1,0,0,0,0,1,0,0,1,1
"This little light was very easy to install and hook up to the app. It is a perfect light for adding a little fun color but would also be great as a night light if you add the Alexa skill to use voice control. It would be great for a soft light at night, too.",0,0,1,0,0,0,0,1,0,0,0,0
"These lights are amazing! Easy to install and I use Alexa to operate them. The picture is the 3"" 5w I used above the fireplace to accent my wall and in the hallwaybetween the bedrooms. I used the 4"" 9w in my Master Bedroom and my wife is very happy with their brightness and the ability to set the mood with different colors. The quality and colors are great.. You also get great customer service from the seller. They've responded quickly the couple times I had questions for them. I'll be getting more from them to do the rest of my lights. LOVE IT!!",0,1,1,0,0,0,0,1,0,0,1,0
"the watch was priced at $ 800 PLUS! WORTH AROUND 400. the battery did not hold charge. we took it to Verizon to pair it as we could not. they said the battery does not hold charge and told us to return it and we did. this is cheating by your seller! it is a disgrace! please take it back and do not overcharge like this.",1,0,0,1,1,1,0,0,0,0,0,0
"Watch wont pair with Iphone",0,0,0,0,1,0,1,1,0,0,0,0
"I ordered the watch on 12/6/19 and when it was attempted to be paired, it did not work. Apps were not similar to what should be on watch. Went to Apple Store and they confirmed a fake watch. Then had to process online with Amazon for 1 hour for their separate confirmation of a fake watch. Buyer BEWARE",0,0,0,1,1,0,1,1,0,1,0,0
"High learning curve. but once you learn it you will love it.",0,0,1,0,0,0,0,1,0,0,0,0
"Bought on July 19th and still waiting on my AppleCare info. Save yourself the hassle and buy directly from Apple.",0,0,0,0,1,0,1,1,0,0,0,0
"I am so sad that I got not a new, used and scratched product.. My parents bought it for me in America, now I have it in Lithuania and cannot return :(",1,0,0,0,1,0,1,0,0,0,0,0
"Got this for daughter for xmas. She loves the feel of it. I have super sensitive skin and wanted to try it. 1st time was bad, but after that it felt nice. We don't use enough to see if it truly helps with clear skin.",0,0,1,0,0,0,0,1,0,0,0,1
"Smells like dead seaweed and smell can not be washed off",0,0,0,0,1,0,1,1,0,0,0,0
"I've been using this mask for a couple weeks now and it's totally been helping my skin! I had a lot of bumps and blackheads and it seems to have cleared them up because my skin is really smooth now and has a glow. I've been using it 3 times a week. I only need a very thin layer. It won't dry if I lay it on too thick. I wash it off in the shower or bath using a soft washcloth.",0,0,1,0,0,0,0,1,1,0,1,0
"Not sure if it removed blackheads; however, my face was noticeably smoother with a glow after first use . Spread it with my finger and left on for 50 mins while I did other things. It doesnÇƒÙt burn but you can feel a tingle sensation while on and after. Overall I like it !",0,0,1,0,0,0,0,1,0,0,1,1
"THIS PRODUCT IS AMAZING! I did not expect to see result after one use but I DID!! I could not believe how much less visible my pores were after one use. TOTALLY WORTH IT!! 10/10!!!!!!",0,0,1,0,0,0,0,1,0,0,0,0
"Had to throw some make up away couldnÇƒÙt get it out of the box had To buy my niece more and small then what we are in the pictures",0,0,0,0,1,0,1,1,0,0,0,0
"Too small. it's more for a 1yrs old. not worth the money and I would not purchase again. very displeased. it was a Xmas gift for my granddaughter.",0,0,0,0,1,0,1,1,0,0,0,0
"Todo OK",0,0,1,0,0,0,0,0,0,0,0,0
"Perfect all parts was there and kept her busy all weekend",0,0,1,0,0,0,0,1,0,0,0,0
"My great niece absolutely loved her make-up kit, she can play with it for a few hours.",0,0,1,0,0,0,0,0,0,0,0,0
"good. so my child is very happy",0,0,1,0,0,0,0,1,0,0,0,0
"Bought this item for my Goddaughter and it was trash!! I didn't expect it be like something I would be at Sephora but didn't expect flea market either. The glittery eyeshadow even smelled like chemicals. The lipsticks had no pigment at all. Don't waste your money.",0,0,0,0,1,0,1,1,0,1,0,0
"7 year old granddaughter loves it",0,0,1,0,0,0,0,0,0,0,0,0
"My granddaughter loves Ç˘ß‘?Ë putting on makeup and playing with her babies. It is a pleasure seeing her happy. I have ordered this twice and I'm sure I'll order again",0,1,1,0,0,0,0,0,0,0,0,0
"Exactly as shown",0,0,1,0,0,0,0,0,0,0,0,0
"Packaged very good, super protected. I have never heard of Cheetah, but believe it will become a brand that everyone will be looking for.",0,0,1,0,0,0,0,1,0,0,0,0
"This watch is very aesthetically pleasing. After a few weeks of wearing it, I have received many compliments and inquiries as to the brand. It keeps accurate time as well. If there was one thing to ""complain"" about, it would be the ability to read the time in limited lighting situations. The watch glass is so clear and clean that there is a slight glare, that causes the time to be rather difficult to read. Illuminated hands might fix this, however with the watch face being black, the hands being black and the second hand being red, this is to be expected. I'm sure this is different with some of the other color choices. Since, I love this watch so much, I'm willing to purchase a few more of the color options to find out for myself and I'll report back.",0,1,1,0,0,0,0,0,0,0,1,1
"I really like the watch. I also like that it included the link removal tool.",0,0,1,0,0,0,0,0,0,0,0,0
"I bought this watch for my boyfriend on his birthday and he loved it! :)",0,0,1,0,0,0,0,1,0,0,0,0
"I just recieved this watch and I love it. Great value for the price, love the tool the comes with it to remove any links you may need taken out. Just got it but must say so far so good. Love it",0,0,1,0,0,0,0,1,0,0,0,0
"It came with the tool to take out sections, so I didnÇƒÙt have to go to a jeweler, itÇƒÙs comfortable and stylish!",0,0,1,0,0,0,0,1,0,0,1,0
"Very greatful",0,0,1,0,0,0,0,0,0,0,0,0
"Great Computer for the person that does not do gaming or CPU intensive work. Perfect for paying bills online, web surfing, watching videos, movies word processing. Compact and stylish! Good sound and picture.",0,0,1,0,0,0,0,1,0,0,1,0
"not touch screen",0,0,0,0,1,0,1,0,0,0,0,0
"Everything about this computer is fantastic and great. I love it so very much indeed. It worked out well for me. Thanks again.",0,0,1,0,0,0,0,1,0,0,0,0
"Very easy to set up. Much faster than our old laptop. Bright screen, good sound and camera. Almost unbeatable for the price.",0,0,1,0,0,0,0,1,0,0,1,0
"It definitely worth it if you need a computer for school work or work in the short term. I would definitely say you would end up having to upgrade it within 2 years but it is affordable and does the very basic needs",0,0,1,0,0,0,0,1,0,0,1,0
"Product delivered promptly and operates as expected. Takes a long time to learn for an elderly operator.",0,0,1,0,0,0,0,1,0,0,0,1
"Nice price!! Really a great purchase all the way around!!",0,0,1,0,0,0,0,0,0,0,0,0
"I enjoy the large monitor. So far it has worked well. Fast and easy to set up.",0,0,1,0,0,0,0,1,0,0,1,0
"This is an upgraded version of the one I purchased over a year ago. It is sleek and works very well. Our dogs respond well to these collars and I like that I can carry one remote and control two collars. Seems to be very good build quality. We have been using this for 3 months now and it still works flawlessly. Another really good product from PatPet.",0,0,1,0,0,0,0,1,0,0,1,0
"i got this for my birthday and try to use it today the first time. never worked and connected to the collar. not recommended!!",0,0,0,0,1,0,1,1,0,1,0,0
"Pros: *Good price *Sleek and modern Design *3 modes (sound, vibration, shock) *unique side switch for mode and intensity selection *backlit screen is easy to read *long battery life *water proof (ipx7 rating) *very good range (1,000m) *durable nylon collar *16 shock levels *uses USB type-c to charge Neutral/Note: *uses a plastic clip on buckle vs a belt style buckle on collar. No color choices but blue/black. Cons: *Doesn't include metal extensions for dogs with thick fur *Tone and vibrate both go off twice per push, I prefer 1 chime or vibration per activation. *shock was not effective for my corgi with thick fur. *the tone and vibration are not adjustable in intensity or Duration. Summary: The Interesting mode switch on the side makes it easier to select tone/vibe mode and disable shock or turn off the remote. The compact and light weight design is very good and for the price this is a great deal. I'd like to see the long metal prong attachments for dogs with thick fur (for Shock), other than that this unit lasts a long time and works from. Very far away. One of the best units I've seen and tested thus far (excluding shock test, as the prongs made this ineffective for My Corgi).",0,0,1,0,0,0,0,1,1,0,1,1
"I was trying to add a video but it kept freezing. Anyways! Love the design of this! The vibration and buzz sound is strong. Seems like itÇƒÙs worth the money!",0,0,1,0,0,0,0,1,0,0,0,1
"The collar is great for the price and works well. Noise, vibrate and shock is great to have for training. I suggest watching training video before using E-collar. USB-C charging connection is useful.",0,0,1,0,0,0,0,1,1,0,1,0
"Perfect for my American bully. I will say I got this only for a few particular behaviors as he is already pretty well behaved. I use the beep button more than anything, he learns fast, and with this giving the option of beep vibrate or shock, itÇƒÙs near perfect.",0,0,1,0,0,0,0,1,0,0,0,0
"WeÇƒÙve used several training collars over the years and this one is probably my favorite. Most training collars are bulky and heavy. This one is light, sleek, and looks nice while still doing a great job! I also love that the silicon tips to cover the leads on this collar are built in, whereas on most other collars they are a cover that falls off and gets lost easily. We mainly use it around the neighborhood, but the range has been great and controls are straight forward and easy to use. The dog actually loves the collar because he knows it means he gets to be off leash outside. Overall, very happy with this purchase.",0,0,1,0,0,0,0,1,0,0,1,0
"CouldnÇƒÙt love this more. Super easy to use and the range for my pup is great. My dog learned new commands quickly after just a few vibrations. I canÇƒÙt wait to see what else we can do with my new tool.",0,0,1,0,0,0,0,1,0,0,0,0
"I really love this watch. I like the texting and phone call options it has. It keeps tracks of all my steps and sleep, and not to mention the many different watch faces you can choose from with many forms of customization. 10/10 recommended.",0,0,1,0,0,0,0,1,0,0,1,0
"I received a watch with a charger that does not work and the seller is not willing to take warranty or pick up a new charger",0,0,0,1,1,0,1,1,0,0,0,0
"First smartwatch and I love the benefit of being able to glance and see if messages or calls are worth taking time for. Was weary about refurb but I'm like 2 months in and wear at all times except charging and it seems to be holding up!",0,0,1,0,0,0,0,1,0,0,0,1
"They apparently shipped tiny box 3000 miles by TRUCK which took 9 days for delivery with no tracking most of the way. When I got it, the bezel wouldn't turn. Which is the whole reason for getting this particular watch. Also, it had leather band, but not the same - no stitching on sides. Takes forever to get them, can't trust renewed stuff. Returned. Not willing to go through this all over again. Buying new Watch 4. Will get it in two days. And it will work out of the box.",1,0,0,1,1,0,1,1,0,0,1,0
"The media could not be loaded. Scratches but still deciding on if i should get a replacement or not but not to terrible",0,0,0,0,1,0,1,1,0,0,0,0
"I needed the watch for my blood pressure but watch is not supported in that function",0,0,0,0,1,0,1,1,0,0,0,0
"I really like this watch even more than the Gear S2. It is stylish with many choices for watch faces and configuration of the various apps. The only downside of this watch is the battery life. It has to be charged at least every other day - every day if I use a lot of the features.",0,0,1,0,0,0,0,1,0,0,1,1
"The watch itself is nice however the charger that came with it was missing a chunk out of the wire so it hardly charges as well as the band snapped. I'm not impressed. Granted these things can be easily replaced it's the principle of buying an item and it already being broken.",0,0,0,0,1,0,1,1,0,0,1,1
"So far its been good. Its a learning experience as well, but in a good way. As time goes I will update this review.",0,0,1,0,0,0,0,0,0,0,0,0
"Works great and smells awesome!",0,0,1,0,0,0,0,1,0,0,0,0
"I bought this for quick clean up of tile floor while potty training our puppies. It works great and has a nice scent. A little goes a long way and is well worth the money spent.",0,0,1,0,0,0,0,1,0,0,0,0
"It works but boy is it STRONG!!! If you are sensitive to cleaning agents IÇƒÙd use it sparingly. I cant spray a whole lot because it made me start coughing to the point that I was gagging. Definitely open a window!!",0,0,1,0,0,0,0,1,1,0,1,1
"I liked it and i used it for cleanlng and dog urinine",0,0,1,0,0,0,0,1,0,0,0,0
"WhatÇƒÙs the point of a good product if the package it comes in is poor quality? Used twice and loved it and when using it the third time the spray bottle trigger stopped working. So now I just dump it out over messes IÇƒÙm cleaning which is just annoying. Smells good and eliminates dog urine odor as far as I can tell, just pretty useless if the spray bottle doesnÇƒÙt work.",0,0,0,0,1,0,1,1,0,0,1,1
"Excelente product!!!!!!! love it!!!",0,0,1,0,0,0,0,1,0,0,0,0
"The smell is great. The sprayer on the bottleÇƒ∂. Absolute trash. ItÇƒÙs hard to squeeze. Leaks on to your hand when you trying to use like you want to. It sprays super slow. $20 I shouldnÇƒÙt have a $.05 sprayer on the bottle.",0,0,0,0,1,0,1,1,0,0,1,1
"Nice to help with bad smells",0,0,1,0,0,0,0,1,0,0,0,0
"Never arrived or refunded love this product but nothing was done to refund me",0,0,0,0,1,0,1,1,0,0,0,1
"Great for my digestive system and female issues! I take one every night and IÇƒÙm able to use the bathroom every morning like clockwork. Also seems to keep away yeast infections. A friend suggested these and I tried them because of her suggestion. IÇƒÙm so glad I did. I donÇƒÙt think IÇƒÙll go to any other probiotic!",0,0,1,0,0,0,0,1,0,0,1,0
"Really bad bloating and belly pain. I should also do a yeast infection test because I've been reading that many users got yeast infection after using this brand",0,0,0,0,1,0,1,1,0,0,0,0
"I've used this before and this time felt it was less effective..seems very expensive for a basic acidophilus capsule",0,0,0,0,1,0,1,1,0,0,0,0
"Haven't used long enough to see big results.",0,0,0,0,0,0,0,1,0,0,0,0
"This is easy to swallow and just one a day. Highly recommend.",0,1,1,0,0,0,0,1,0,0,0,0
"Loved the product.",0,0,1,0,0,0,0,0,0,0,0,0
"Suffering from BV for 4 yrs absolutely nothing helped. Ordered these and I seen results within two days!",0,0,1,0,0,0,0,1,0,0,0,0
"This has been effective for me. It is quite pricey vs other female probiotics and the capsule was smaller but 1 cap works well",0,0,1,0,0,0,0,1,0,0,0,1
"I don't know if the product on here isn't the real thing or if it is the same as the one in store since I only tried this one butttt... 2 weeks after starting to take this I got a horrid UTI that was nearly impossible to get rid of. The UTI lasted 4 months before we finally found a antibiotic that worked. I've never had issues with UTI's & after I stopped the probiotic it wasn't as bad. I 100% believe it had something to do with this. Hope this helps someone.",0,0,0,0,1,0,1,1,1,0,0,0
"These caused me so much gut discomfort, I stopped taking them. Gas, bloating, and cramping.",0,0,0,0,1,0,1,1,0,0,1,0
"I bought the TV 8 months ago, but it sat in my garage while my porch was being built. I finally installed it last week, only to discover that the screen was broken. There was no visible damage, but the image appeared with a huge crack. I was worried because I was far outside of the Amazon warranty. Fortunately, they sent a new TV right away. I had it in two days. When I turned on the new one, I was blown away. The picture is beautiful. I really like the sleek remote and the ease of navigation. IÇƒÙve only had it up for one day, but so far IÇƒÙm very happy.",0,0,1,0,0,0,0,1,0,0,1,1
"Great picture and brightness however after 10 months of use itÇƒÙs developed a vertical black matte (see pic). Casual use, not daily and not left on for several hours. Always covered with a Terrace TV cover. Inquiring with support. More info tbd",0,0,0,0,1,1,0,1,0,0,1,1
"Samsung preloaded all kinds of unwanted ap garbage that you can't delete. It takes up a large chunk of the tv memory limiting how much of your own choices you can actually add. Their Samsung tv offer keeps failing on certain channels so if you like non leftist propaganda news, you'll be resetting or going to a different ap to watch. I will never purchase a Samsung product again.",0,0,0,0,1,0,1,1,0,1,1,0
"Love this TV we have it on our patio. The picture and brightness are amazing with minimal glare",0,0,1,0,0,0,0,1,0,0,0,0
"We purchased this TV to hang on our screened in patio. WeÇƒÙve had it up about 2 1/2weeks and so far, we love it. The picture is beautiful. The tv is heavy, so a heavy duty mount is required. This is my first experience with an outdoor flat screen smart tv, but so far, IÇƒÙve been highly impressed. Samsung has never disappointed. With that being said, I hope to get our moneyÇƒÙs worth for years to come.",0,0,1,0,0,0,0,1,0,0,0,1
"Dead pixels within months. Samsung does not stand behind warranty and uses Quick Service which makes false claims of Çƒ˙physical damageÇƒ˘ to avoid legitimate warranty repairs. Do not buy. Overpriced garbage.",0,0,0,1,1,0,1,1,0,1,0,0
"Love this staff",0,0,0,1,0,0,0,0,0,0,0,0
"wish I never order it",0,0,0,0,1,0,1,0,0,0,0,0
"I will be purchasing the entire season",0,1,1,0,0,0,0,0,0,0,0,0
"The the show",0,0,1,0,0,0,0,0,0,0,0,0
"Awesome show, needs to come out with a new season",0,0,1,0,0,0,0,1,0,0,0,0
"Funny!",0,0,1,0,0,0,0,1,0,0,0,0
"Great show",0,0,1,0,0,0,0,1,0,0,0,0
"Only like Jason and Chardonnays Characters. Mel and Derwin are too childish but there is some growth. Its just a lot of drama most times. But it is getting better now that Jason and Chardonnay are together.",0,0,1,0,0,0,0,1,0,0,0,1
"This watch does not work I put it on charge and it never turned on",0,0,0,0,1,0,1,1,0,0,0,0
"The media could not be loaded. The battery seems to die rather quickly with just basic day to day use however It looks great and functions like a dream",0,0,1,0,0,0,0,1,0,0,1,1
"Great value for the money. Love it.",0,0,1,0,0,0,0,1,0,0,0,0
"BEST!",0,0,1,0,0,0,0,0,0,0,0,0
"tried it for a couple months now, so far it's been fantastic. battery life was decent, the watch itself looks like new.",0,0,1,0,0,0,0,1,0,0,0,1
"This battery has lasted me like 4 days and is still only at 39% - I do turn it off at night tho, as I donÇƒÙt use the sleep tracker feature. I am using the band for my old Apple Watch just bc the one this one came with was just slightly too big, but I donÇƒÙt mind. For anyone thinking about it, go for it! (I have a 44mm)",0,0,1,0,0,0,0,0,1,0,1,1
"no user manual included in the package! Unbelievable!",0,0,0,0,1,0,1,1,0,0,0,0
"Made in China and not the heavy duty quality I had in mind",0,0,0,0,1,0,1,0,0,0,0,0
"I ended up returning them due to cheap quality",1,0,0,0,1,0,1,0,0,0,0,0
"This is a very good product, but the seller is just as good!! They went above and beyond to be sure that we loved our garden tools. Buy from JUMPHIGH!!! TheyÇƒÙre awesome!!",0,1,1,0,0,0,0,1,0,0,0,0
"The container felt cheap, but itÇƒÙs very cute for someone who loves to gardenÇƒ∂ not sure yet how they hold up because I have it to my mama as a gift.",0,0,1,0,0,0,0,0,0,0,0,1
"This was a Christmas gift for my grandson's mother, who is very handy does a lot of projects around the house. She was thrilled with the gardening tools.",0,0,1,0,0,0,0,1,0,0,0,0
"The carrying case allows one to keep better track of gardening tools. The array of tools in the case enables a person to easily complete the gardening tasks at hand.",0,0,1,0,0,0,0,1,0,0,0,0
"Great product but was disappointed when we opened it and the scissors were broken",0,0,0,0,1,0,1,1,0,0,0,1
"While it's not fully hidden like their bolt product (which then also uses existing hardware) -- this is still incredibly small. The downside is that it is their design so if you have a matched door style -- or a finish that doesn't fully match up -- it's not going to look as nice. App/homekit all work fairly well, battery life has been good -- but not as long as the August locks I have on a few other doors.",0,0,0,0,1,0,1,1,0,0,1,1
"Seems like using the key throws off the ability to control from the app meaning everything was working fine until one of our family members used the key to lock it. We couldnÇƒÙt get in without the key through either HomeKit or the Level app. CouldnÇƒÙt connect via Bluetooth even after turning off WiFi. We tested the theory and sure enough using the key was a problem. So now we carry the key. Most recently the lock stopped working entirely - we canÇƒÙt use the key, the indoor latch or the apps. The door may not have been fully closed causing the latch to get stuck. Removed the lock, removed the possible cause of obstruction when the door isn't fully closed, reinstalled, and we haven't had issues.",0,0,0,0,1,0,1,1,1,0,1,1
"This product is difficult to install, instructions are lacking and the dual deadbolt length mechinism is poor quality and fails easily. Recommend other lock manufacturers. Inferior customer service, product is poor quality.",0,0,0,1,1,1,0,1,0,0,1,0
"Incredibly versatile, easy to use and at the same time fabulous looking lock. Was really on the fence of installing a keypad on the beautiful door to my new home and truly excited when I came across this lock. It is super easy to install and offers a variety of possible and convenient ways to open and lock my entry door. . I had one question regarding activation and their customer service responded in record time and walked me through the needed adjustment with absolute patience and clear instructions. Highly recommend this lock and even ordered a second one.",0,1,1,0,0,0,0,1,0,0,1,0
"LEVEL products don't work with RING: after going through the integration process, trying to activate the Level Bolt through the RING app, didn't work, the RING app kept showing either an error messge or saying the Bolt being disconnected. Called LEVEL Customer Service, and they were very defensive stating that LEVEL products do integrate to RING, although they clarified that they were aware of ""known"" issues at RING's end. Called RING customer service, they immediately admitted that there are issues preventing RING app to operate LEVEL products. Bottom line, whether RING's fault or not, for LEVEL to claim that their products work with RING, knowing that they don't, constitutes flat our false advertising. If you are purchasing any LEVEL product to integrante with RING, don't buy it.",0,0,0,1,1,1,0,1,0,1,1,0
"Hi bought this product when I needed to change out the deadbolts in my outside doors. It was very difficult to install in an old solid wood door. It took a professional to do the millwork and cutting out the door to install it. Otherwise installation of app and use of locking and unlocking in the app was easy. Does not work properly if you have an old door that sticks or does not line up perfectly. You will have to use the key instead of the app. You have to be in range of door to lock or unlock, does not work if you are not within 3-5ÇƒÙ range. I donÇƒÙt have Alexa to see if it works with it.",0,0,0,0,1,0,1,1,1,0,1,1
"Love the looks, and it works great with its own app or HomeKit app. (Does not work with Alexa, so know that going in.) When we first got this, we only gave it three stars because it was super glitchy with Siri voice control. No idea why, since our other HomeKit locks work just fine And the level lock is in the same room with a HomePod mini. So in my first review I gave it three stars. However, there have been multiple updates in the last two months and now it works just fine by voice. There is a somewhat longer delay than with our other locks, so Siri may say Çƒ˙ The level lock is taking a long time to respond,Çƒ˙ but it does eventually work for both locking and unlocking. And everything that the other positive reviews have said has been true for us as well: well engineered, we like that itÇƒÙs invisible, it was quite easy to install. So if you donÇƒÙt need it to work with anything except HomeKit, this might be a good choice. And if you donÇƒÙt want it to be obvious that thereÇƒÙs a smart lock on the door, this is a great choice. If it fits your budget, of course.",0,0,1,0,0,0,0,1,0,0,1,0
"Switched from a august lock Downside was the loss of my current lock Upside was the install was as easy as August Yes the august letÇƒÙs you keep you old lockÇƒ∂ however you still have the same amount of phi cal install as far as screws etc The build quality is great and the finish is beautiful The app was very easy to use and setup Highly recommend it!",0,1,1,0,0,0,0,1,0,0,1,1
"I ordered this after confirming with the manufacturer that it was weatherproof enough for an outdoor gate. Installation could not have been easier... 5 minutes to install the lock, a few minutes more to setup the app and HomeKit integration. It works beautifully with Siri. Very impressed with the packaging and qualify feel/weight of the lock itself. Very highly recommended.",0,1,1,0,0,0,0,1,0,0,1,0
"My wife picked this one out for herself. I was concerned, as it was an inexpensive watch at $40 bucks, but the wife wanted it and with Amazon Prime, if it does not meet expectations; Amazon pays to ship it back. So, I ordered one. We had prompt delivery and my wife likes it. It is easy to read and has a nice backlight. The band is nothing special and was a tad too big for her wrist. But she is happy and said it is fine the way it is, soooo, happy wife, happy life. It does look very classy.",0,0,1,0,0,0,0,1,0,0,0,1
"The watch works fine, but the date stays the same. CanÇƒÙt change it.",0,0,0,0,1,0,1,1,0,0,0,1
"My mom is wandering down the path of the elderly. Her vision is going and her memory is fading. When she wakes up at night, she panics and wants to know what time it is. This watch is easy to read, and the indigo allows her to see without turning the light on and disrupting her sleep even further. I am so happy to have found a Timex just like she is used to using! No extra bells or whistles. Just simple analogue time keeping and a gentle glow at night when she most needs it eases her panic. Thank you.",0,0,1,0,0,0,0,1,0,0,0,0
"DidnÇƒÙt find any problems. Am using it for pleasure.",0,0,1,0,0,0,0,1,0,0,0,0
"Sent back - watch did not work?",1,0,0,0,1,0,1,1,0,0,0,0
"I should have measured my wrist to make sure the band was not to tight. Good watch for older folks as the numbers are large enough. I do find the date numbers are difficult to read especially distinguishing between 6 and 8's.",0,0,1,0,0,0,0,1,0,0,0,1
"Watches are supposed to come with a guard on the winding stem so the battery doesn't run out. I have no idea how long this watch will last since it was already running. Last one only lasted about 8 months. Most places will no longer change a battery when they did not sell you the watch.",0,0,0,0,1,0,1,0,0,0,0,0
"Mom has visual issues. Needs the backlight to see the watch. Backlight burned out on her other timex, jeweler said it can't be repaired. Bought her this one - same watch exactly.",0,0,1,0,0,0,0,1,0,0,0,0
"My mother was so pleased. Loved the light up feature.",0,0,1,0,0,0,0,1,0,0,0,0
"The screws (66 of them) are already screwed on and you need remove. Some simple donÇƒÙt come off and part of the structure is bent. Plus ni phone number to call and amazon will not allow return. Waste of time and money.",1,0,0,1,1,1,0,1,0,0,1,0
"This is a gorgeous patio heater. The flame Çƒ˙dancesÇƒ˘ and gets relatively tall making a beautiful aesthetic experience. Like most all patio heaters it does not give off a ton of heat unless you are close to it. You really need to be within 3-5 feet to feel it, but I think thatÇƒÙs the case for most of these heaters. Hence the reason for 4 stars verses 5. Very pretty!",0,0,1,0,0,0,0,1,0,0,1,1
"These spiral flame heaters from Mr. patio are top notch. They supply 360¨? heat that keeps the area nice and toasty. We had two of them under our 600 square-foot outdoor patio room with a roof. Our guests were super comfortable with the ambient heat put out by each heater. We had two additional heaters out on the lawn area that kept those that wanted to gather closer around the heaters very warm. We had so many compliments on the style and look of the heaters. They are very pleasing to the eye which is a great plus. I would highly recommend buying from Mr. Patio as well. We had a slight mixup with the color choice that was delivered to our home. *I truly believe it was my fault not theirs! I connected with their customer service department and they could not have been more helpful. I was able to make a quick exchange for the appropriate color that we needed. I was treated with respect, kindness, and understanding. ***Remember, I really think it was my fault there was a screwup in the first place.***. They had every right in the world probably to tell me youÇƒÙre stuck with your heater. Quite contrary, they couldnÇƒÙt have been nicer!!!! Thanks Mr. patio, and especially to Jeff who was a pleasure to speak with and do business with. I will refer everybody that asks where we got our heaters to get them from Mr. Patio!!! PT",0,1,1,0,0,0,0,1,0,0,1,0
"This thing is BEAUTIFUL!!!! IÇƒÙm soooo so so so happy with this purchase! We had a bit of trouble getting it to start at first, but my hubbs is a bit of a handyman and figured out a solution quickly! Works great now!!",0,0,1,0,0,0,0,1,0,0,0,0
"This style of patio heater doesn't put out any heat that would keep you warm in temps. below freezing. Very disappointing.",0,0,0,0,1,0,1,1,0,0,0,0
"Well made and attractive. But assembly instructions could be clearer and graphics too small. Distance from the unit the heat is felt is less than overhead/mushroom-shaped units.",0,0,0,0,1,0,1,1,0,0,1,1
"works great, looks great and easy to put together.",0,0,1,0,0,0,0,1,0,0,0,0
